,loss_1_name,loss_2_name,loss_3_name,loss_4_name,loss_5_name,win_1_name,win_2_name,win_3_name,win_4_name,win_5_name
2642,Earth Spirit,Timbersaw,Bane,Mirana,Morphling,Magnus,Treant Protector,Phoenix,Faceless Void,Lycan
2643,Treant Protector,Witch Doctor,Underlord,Troll Warlord,Bristleback,Tiny,Lycan,Lion,Ursa,Pugna
2644,Leshrac,Abaddon,Void Spirit,Arc Warden,Phantom Lancer,Morphling,Weaver,Underlord,Tiny,Ursa
2645,Grimstroke,Beastmaster,Crystal Maiden,Anti-Mage,Underlord,Doom,Earth Spirit,Enchantress,Naga Siren,Slardar
2646,Winter Wyvern,Spectre,Queen of Pain,Spirit Breaker,Meepo,Nature's Prophet,Clockwerk,Lion,Lycan,Alchemist
2647,Queen of Pain,Ogre Magi,Clockwerk,Centaur Warrunner,Lone Druid,Tiny,Grimstroke,Anti-Mage,Puck,Void Spirit
2648,Doom,Ogre Magi,Clockwerk,Anti-Mage,Necrophos,Grimstroke,Earth Spirit,Timbersaw,Naga Siren,Pangolier
2649,Doom,Rubick,Spectre,Treant Protector,Venomancer,Tiny,Grimstroke,Ursa,Templar Assassin,Slardar
2650,Doom,Jakiro,Rubick,Tidehunter,Slark,Tiny,Grimstroke,Lycan,Centaur Warrunner,Ursa
2651,Doom,Lich,Earth Spirit,Templar Assassin,Ursa,Rubick,Void Spirit,Grimstroke,Juggernaut,Razor
2652,Dark Seer,Clockwerk,Jakiro,Spectre,Night Stalker,Tiny,Grimstroke,Nature's Prophet,Pugna,Viper
2653,Phoenix,Nature's Prophet,Treant Protector,Slark,Storm Spirit,Venomancer,Clockwerk,Magnus,Juggernaut,Jakiro
2654,Phoenix,Clockwerk,Drow Ranger,Vengeful Spirit,Broodmother,Venomancer,Ogre Magi,Tiny,Morphling,Invoker
2655,Phoenix,Faceless Void,Jakiro,Slardar,Invoker,Enchantress,Clinkz,Lina,Brewmaster,Void Spirit
2656,Venomancer,Mirana,Spectre,Warlock,Queen of Pain,Phoenix,Clockwerk,Tidehunter,Void Spirit,Gyrocopter
2657,Treant Protector,Batrider,Sven,Rubick,Necrophos,Phoenix,Magnus,Abaddon,Troll Warlord,Ember Spirit
2658,Shadow Demon,Void Spirit,Underlord,Chaos Knight,Dark Willow,Rubick,Bloodseeker,Grimstroke,Drow Ranger,Shadow Fiend
2659,Mirana,Slardar,Treant Protector,Terrorblade,Death Prophet,Enchantress,Lifestealer,Rubick,Underlord,Void Spirit
2660,Doom,Dark Seer,Grimstroke,Terrorblade,Void Spirit,Tiny,Oracle,Ember Spirit,Beastmaster,Huskar
2661,Bristleback,Underlord,Io,Earthshaker,Snapfire,Slardar,Storm Spirit,Pangolier,Terrorblade,Windranger
2662,Phoenix,Tiny,Dragon Knight,Phantom Lancer,Storm Spirit,Lina,Faceless Void,Nature's Prophet,Witch Doctor,Sand King
2663,Lina,Spectre,Winter Wyvern,Necrophos,Shadow Fiend,Rubick,Magnus,Bane,Morphling,Pugna
2664,Rubick,Death Prophet,Elder Titan,Naga Siren,Night Stalker,Tiny,Ancient Apparition,Nature's Prophet,Faceless Void,Batrider
2665,Void Spirit,Grimstroke,Ember Spirit,Rubick,Lifestealer,Queen of Pain,Pangolier,Puck,Spectre,Warlock
2666,Phoenix,Faceless Void,Nature's Prophet,Snapfire,Ember Spirit,Vengeful Spirit,Drow Ranger,Rubick,Underlord,Morphling
2667,Rubick,Invoker,Vengeful Spirit,Legion Commander,Juggernaut,Bloodseeker,Tiny,Phoenix,Spectre,Kunkka
2668,Rubick,Phoenix,Kunkka,Sven,Legion Commander,Enchantress,Nature's Prophet,Earth Spirit,Lifestealer,Zeus
2669,Mars,Clockwerk,Bane,Chaos Knight,Pugna,Grimstroke,Lifestealer,Tiny,Axe,Zeus
2670,Tusk,Lifestealer,Chen,Tidehunter,Leshrac,Snapfire,Venomancer,Magnus,Slark,Batrider
2671,Rubick,Disruptor,Magnus,Juggernaut,Zeus,Windranger,Treant Protector,Phantom Assassin,Slardar,Razor
2672,Phoenix,Clockwerk,Legion Commander,Spectre,Leshrac,Snapfire,Batrider,Bane,Faceless Void,Undying
2673,Tiny,Winter Wyvern,Juggernaut,Queen of Pain,Mars,Enchantress,Clockwerk,Underlord,Razor,Phantom Assassin
2674,Clockwerk,Oracle,Centaur Warrunner,Ursa,Outworld Devourer,Phoenix,Faceless Void,Tiny,Underlord,Puck
2675,Clockwerk,Jakiro,Axe,Riki,Outworld Devourer,Treant Protector,Faceless Void,Rubick,Sand King,Templar Assassin
2676,Doom,Lina,Centaur Warrunner,Drow Ranger,Clockwerk,Oracle,Anti-Mage,Rubick,Legion Commander,Queen of Pain
2677,Enchantress,Legion Commander,Dark Willow,Weaver,Medusa,Tiny,Undying,Faceless Void,Phoenix,Invoker
2678,Winter Wyvern,Mars,Mirana,Anti-Mage,Kunkka,Enchantress,Spectre,Tiny,Sand King,Razor
2679,Treant Protector,Phoenix,Pangolier,Sven,Tiny,Jakiro,Legion Commander,Drow Ranger,Dark Willow,Doom
2680,Doom,Snapfire,Witch Doctor,Ursa,Necrophos,Oracle,Clockwerk,Centaur Warrunner,Spectre,Queen of Pain
2681,Magnus,Winter Wyvern,Clockwerk,Pangolier,Riki,Oracle,Earthshaker,Timbersaw,Morphling,Batrider
2682,Doom,Jakiro,Tiny,Drow Ranger,Queen of Pain,Chen,Necrophos,Nyx Assassin,Death Prophet,Dragon Knight
2683,Tiny,Disruptor,Terrorblade,Nature's Prophet,Void Spirit,Mirana,Centaur Warrunner,Juggernaut,Undying,Storm Spirit
2684,Tiny,Clockwerk,Juggernaut,Dark Seer,Undying,Grimstroke,Doom,Tusk,Sven,Storm Spirit
2685,Snapfire,Vengeful Spirit,Slardar,Shadow Fiend,Lifestealer,Earth Spirit,Grimstroke,Batrider,Phantom Assassin,Bloodseeker
2686,Doom,Snapfire,Earth Spirit,Puck,Lifestealer,Phoenix,Ember Spirit,Treant Protector,Pangolier,Arc Warden
2687,Clockwerk,Spectre,Ogre Magi,Dazzle,Skywrath Mage,Phoenix,Faceless Void,Undying,Storm Spirit,Underlord
2688,Rubick,Magnus,Treant Protector,Sand King,Slark,Venomancer,Clockwerk,Storm Spirit,Spectre,Ogre Magi
2689,Treant Protector,Tiny,Spectre,Batrider,Enigma,Jakiro,Dark Seer,Clockwerk,Void Spirit,Chaos Knight
2690,Clockwerk,Magnus,Slark,Grimstroke,Shadow Fiend,Phoenix,Undying,Pangolier,Storm Spirit,Phantom Assassin
2691,Doom,Grimstroke,Clockwerk,Lifestealer,Slardar,Phoenix,Mars,Rubick,Riki,Medusa
2692,Rubick,Pangolier,Ember Spirit,Clockwerk,Morphling,Doom,Crystal Maiden,Earth Spirit,Dark Seer,Faceless Void
2693,Tiny,Nature's Prophet,Gyrocopter,Ogre Magi,Death Prophet,Rubick,Doom,Elder Titan,Kunkka,Sven
2694,Mirana,Mars,Clockwerk,Ember Spirit,Sven,Ogre Magi,Tiny,Weaver,Rubick,Doom
2695,Mirana,Doom,Shadow Demon,Batrider,Slark,Ember Spirit,Winter Wyvern,Spectre,Venomancer,Abaddon
2696,Rubick,Magnus,Disruptor,Ursa,Queen of Pain,Mirana,Timbersaw,Winter Wyvern,Luna,Storm Spirit
2697,Mirana,Jakiro,Axe,Faceless Void,Queen of Pain,Clockwerk,Rubick,Sand King,Shadow Fiend,Wraith King
2698,Void Spirit,Clockwerk,Grimstroke,Necrophos,Sven,Tiny,Ember Spirit,Mirana,Keeper of the Light,Luna
2699,Undying,Ember Spirit,Rubick,Centaur Warrunner,Terrorblade,Mirana,Doom,Bane,Storm Spirit,Weaver
2700,Nature's Prophet,Ember Spirit,Ogre Magi,Dark Seer,Juggernaut,Tiny,Viper,Grimstroke,Riki,Axe
2701,Clockwerk,Phoenix,Dark Seer,Storm Spirit,Wraith King,Nature's Prophet,Ember Spirit,Ogre Magi,Gyrocopter,Nyx Assassin
2702,Undying,Tiny,Lina,Viper,Weaver,Nature's Prophet,Phoenix,Void Spirit,Clockwerk,Juggernaut
2703,Treant Protector,Bane,Faceless Void,Invoker,Dazzle,Undying,Ember Spirit,Mirana,Doom,Abaddon
2704,Void Spirit,Lich,Invoker,Anti-Mage,Mars,Rubick,Ember Spirit,Mirana,Doom,Ursa
2705,Winter Wyvern,Brewmaster,Invoker,Lifestealer,Ember Spirit,Lina,Sand King,Ogre Magi,Luna,Storm Spirit
2706,Tiny,Snapfire,Anti-Mage,Pangolier,Shadow Demon,Rubick,Timbersaw,Undying,Kunkka,Weaver
2707,Jakiro,Ember Spirit,Tusk,Ursa,Batrider,Lina,Legion Commander,Crystal Maiden,Death Prophet,Weaver
2708,Nature's Prophet,Ursa,Death Prophet,Snapfire,Mars,Ember Spirit,Keeper of the Light,Mirana,Centaur Warrunner,Weaver
2709,Jakiro,Ember Spirit,Rubick,Templar Assassin,Pangolier,Nature's Prophet,Clockwerk,Shadow Fiend,Batrider,Ursa
2710,Mirana,Witch Doctor,Mars,Troll Warlord,Meepo,Enchantress,Doom,Tusk,Ember Spirit,Spectre
2711,Jakiro,Mars,Mirana,Ember Spirit,Abaddon,Phoenix,Ursa,Witch Doctor,Legion Commander,Shadow Fiend
2712,Phoenix,Grimstroke,Dragon Knight,Mars,Naga Siren,Ogre Magi,Mirana,Centaur Warrunner,Gyrocopter,Shadow Fiend
2713,Nature's Prophet,Snapfire,Tusk,Puck,Anti-Mage,Phoenix,Mars,Bane,Weaver,Meepo
2714,Tiny,Ancient Apparition,Sand King,Night Stalker,Slark,Io,Gyrocopter,Oracle,Centaur Warrunner,Batrider
2715,Venomancer,Clockwerk,Beastmaster,Ember Spirit,Faceless Void,Rubick,Terrorblade,Vengeful Spirit,Void Spirit,Timbersaw
2716,Io,Gyrocopter,Phoenix,Kunkka,Centaur Warrunner,Oracle,Beastmaster,Elder Titan,Void Spirit,Lifestealer
2717,Faceless Void,Dark Seer,Oracle,Spirit Breaker,Zeus,Phoenix,Terrorblade,Ogre Magi,Underlord,Void Spirit
2718,Grimstroke,Faceless Void,Venomancer,Clockwerk,Visage,Io,Gyrocopter,Tiny,Puck,Pangolier
2719,Snapfire,Batrider,Earth Spirit,Troll Warlord,Dragon Knight,Grimstroke,Tiny,Ember Spirit,Dark Seer,Slark
2720,Undying,Rubick,Centaur Warrunner,Riki,Death Prophet,Tiny,Grimstroke,Lifestealer,Necrophos,Kunkka
2721,Grimstroke,Spectre,Magnus,Clockwerk,Death Prophet,Io,Gyrocopter,Tusk,Venomancer,Invoker
2722,Phoenix,Disruptor,Tidehunter,Void Spirit,Anti-Mage,Io,Gyrocopter,Tusk,Venomancer,Kunkka
2723,Rubick,Pangolier,Spectre,Warlock,Shadow Fiend,Doom,Disruptor,Treant Protector,Anti-Mage,Necrophos
2724,Rubick,Pangolier,Faceless Void,Lich,Zeus,Tiny,Disruptor,Slardar,Lina,Terrorblade
2725,Tiny,Disruptor,Sand King,Lifestealer,Shadow Fiend,Grimstroke,Spectre,Pangolier,Rubick,Templar Assassin
2726,Abaddon,Phantom Assassin,Clockwerk,Disruptor,Razor,Omniknight,Nature's Prophet,Ogre Magi,Templar Assassin,Leshrac
2727,Crystal Maiden,Pangolier,Luna,Dark Willow,Necrophos,Legion Commander,Shadow Shaman,Spectre,Jakiro,Death Prophet
2728,Tiny,Clockwerk,Sven,Venomancer,Queen of Pain,Windranger,Bloodseeker,Bane,Ember Spirit,Anti-Mage
2729,Treant Protector,Rubick,Slardar,Void Spirit,Arc Warden,Tiny,Venomancer,Drow Ranger,Vengeful Spirit,Templar Assassin
2730,Doom,Phoenix,Faceless Void,Queen of Pain,Earthshaker,Earth Spirit,Winter Wyvern,Storm Spirit,Venomancer,Alchemist
2731,Dark Seer,Earth Spirit,Puck,Snapfire,Sven,Oracle,Void Spirit,Faceless Void,Phoenix,Doom
2732,Tiny,Venomancer,Spectre,Undying,Void Spirit,Dark Seer,Spirit Breaker,Jakiro,Slark,Batrider
2733,Rubick,Ember Spirit,Grimstroke,Night Stalker,Troll Warlord,Bloodseeker,Shadow Demon,Earth Spirit,Sven,Kunkka
2734,Phoenix,Faceless Void,Earth Spirit,Nature's Prophet,Tiny,Snapfire,Beastmaster,Rubick,Drow Ranger,Death Prophet
2735,Clockwerk,Warlock,Faceless Void,Lina,Underlord,Venomancer,Tiny,Oracle,Storm Spirit,Drow Ranger
2736,Magnus,Snapfire,Grimstroke,Ember Spirit,Juggernaut,Venomancer,Clockwerk,Void Spirit,Drow Ranger,Invoker
2737,Enchantress,Spectre,Shadow Demon,Dragon Knight,Pugna,Rubick,Necrophos,Bane,Sven,Kunkka
2738,Undying,Faceless Void,Oracle,Huskar,Pangolier,Lina,Beastmaster,Bane,Luna,Windranger
2739,Doom,Grimstroke,Spectre,Phoenix,Puck,Witch Doctor,Earth Spirit,Legion Commander,Lifestealer,Alchemist
2740,Rubick,Bane,Troll Warlord,Tiny,Dragon Knight,Luna,Axe,Vengeful Spirit,Weaver,Meepo
2741,Winter Wyvern,Slardar,Clinkz,Ancient Apparition,Wraith King,Luna,Axe,Grimstroke,Pugna,Anti-Mage
2742,Axe,Skywrath Mage,Winter Wyvern,Shadow Demon,Chaos Knight,Enchantress,Clinkz,Viper,Vengeful Spirit,Legion Commander
2743,Grimstroke,Rubick,Slardar,Phantom Assassin,Visage,Enchantress,Alchemist,Clockwerk,Beastmaster,Leshrac
2744,Clockwerk,Snapfire,Invoker,Juggernaut,Slardar,Phoenix,Storm Spirit,Pangolier,Earth Spirit,Troll Warlord
2745,Vengeful Spirit,Faceless Void,Skywrath Mage,Beastmaster,Invoker,Phoenix,Void Spirit,Oracle,Phantom Lancer,Dragon Knight
2746,Doom,Tiny,Jakiro,Faceless Void,Zeus,Rubick,Leshrac,Chen,Ember Spirit,Centaur Warrunner
2747,Earth Spirit,Pugna,Elder Titan,Anti-Mage,Batrider,Clockwerk,Grimstroke,Ember Spirit,Slardar,Templar Assassin
2748,Crystal Maiden,Dark Seer,Troll Warlord,Spirit Breaker,Death Prophet,Rubick,Beastmaster,Juggernaut,Lich,Ember Spirit
2749,Bloodseeker,Windranger,Ogre Magi,Pugna,Lifestealer,Crystal Maiden,Mars,Outworld Devourer,Phoenix,Riki
2750,Doom,Tiny,Sven,Ogre Magi,Queen of Pain,Jakiro,Tusk,Slardar,Shadow Fiend,Clinkz
2751,Keeper of the Light,Bristleback,Death Prophet,Spirit Breaker,Pugna,Chen,Luna,Vengeful Spirit,Templar Assassin,Tidehunter
2752,Nature's Prophet,Tiny,Juggernaut,Leshrac,Dark Willow,Spirit Breaker,Dark Seer,Jakiro,Naga Siren,Viper
2753,Crystal Maiden,Snapfire,Pangolier,Beastmaster,Sven,Clockwerk,Batrider,Rubick,Magnus,Juggernaut
2754,Keeper of the Light,Clockwerk,Pugna,Slark,Death Prophet,Treant Protector,Troll Warlord,Storm Spirit,Disruptor,Sand King
2755,Earth Spirit,Beastmaster,Morphling,Lion,Shadow Fiend,Crystal Maiden,Omniknight,Leshrac,Naga Siren,Rubick
2756,Rubick,Tidehunter,Shadow Fiend,Ursa,Ancient Apparition,Sven,Crystal Maiden,Pangolier,Shadow Demon,Windranger
2757,Earth Spirit,Undying,Troll Warlord,Nature's Prophet,Leshrac,Vengeful Spirit,Luna,Axe,Phoenix,Lina
2758,Lich,Tusk,Sven,Mars,Queen of Pain,Shadow Shaman,Legion Commander,Beastmaster,Leshrac,Morphling
2759,Earthshaker,Morphling,Ogre Magi,Disruptor,Templar Assassin,Vengeful Spirit,Clockwerk,Kunkka,Drow Ranger,Skywrath Mage
2760,Warlock,Legion Commander,Shadow Fiend,Faceless Void,Pudge,Leshrac,Crystal Maiden,Morphling,Ogre Magi,Abaddon
2761,Sand King,Leshrac,Rubick,Slark,Warlock,Terrorblade,Zeus,Legion Commander,Disruptor,Skywrath Mage
2762,Doom,Crystal Maiden,Kunkka,Skywrath Mage,Juggernaut,Warlock,Spirit Breaker,Ursa,Axe,Templar Assassin
2763,Witch Doctor,Riki,Bloodseeker,Earth Spirit,Night Stalker,Shadow Shaman,Mars,Mirana,Necrophos,Lone Druid
2764,Shadow Demon,Legion Commander,Ancient Apparition,Tiny,Ursa,Spectre,Earth Spirit,Jakiro,Puck,Tidehunter
2765,Keeper of the Light,Spectre,Jakiro,Tidehunter,Shadow Fiend,Earthshaker,Leshrac,Terrorblade,Legion Commander,Nature's Prophet
2766,Rubick,Tidehunter,Spirit Breaker,Templar Assassin,Faceless Void,Clockwerk,Nature's Prophet,Slark,Lich,Queen of Pain
2767,Earth Spirit,Snapfire,Lifestealer,Pugna,Morphling,Phoenix,Tiny,Elder Titan,Troll Warlord,Ancient Apparition
2768,Dark Willow,Axe,Troll Warlord,Skywrath Mage,Templar Assassin,Ogre Magi,Dazzle,Earth Spirit,Shadow Fiend,Magnus
2769,Vengeful Spirit,Mirana,Terrorblade,Storm Spirit,Slardar,Beastmaster,Rubick,Templar Assassin,Jakiro,Wraith King
2770,Leshrac,Nature's Prophet,Terrorblade,Tiny,Dazzle,Venomancer,Pugna,Dark Seer,Juggernaut,Beastmaster
2771,Phoenix,Centaur Warrunner,Lion,Void Spirit,Arc Warden,Treant Protector,Windranger,Snapfire,Troll Warlord,Leshrac
2772,Legion Commander,Rubick,Nyx Assassin,Nature's Prophet,Weaver,Jakiro,Sven,Void Spirit,Abaddon,Skywrath Mage
2773,Dragon Knight,Clockwerk,Phoenix,Morphling,Ogre Magi,Mirana,Earth Spirit,Snapfire,Shadow Fiend,Faceless Void
2774,Troll Warlord,Clockwerk,Nature's Prophet,Bane,Puck,Dark Seer,Spirit Breaker,Io,Slark,Dazzle
2775,Undying,Warlock,Pangolier,Slark,Venomancer,Chen,Nature's Prophet,Elder Titan,Templar Assassin,Alchemist
2776,Warlock,Tusk,Troll Warlord,Shadow Fiend,Nature's Prophet,Rubick,Doom,Treant Protector,Drow Ranger,Templar Assassin
2777,Rubick,Tidehunter,Grimstroke,Troll Warlord,Invoker,Nyx Assassin,Beastmaster,Tusk,Drow Ranger,Nature's Prophet
2778,Tiny,Wraith King,Undying,Puck,Chaos Knight,Rubick,Doom,Silencer,Lycan,Ember Spirit
2779,Jakiro,Drow Ranger,Clockwerk,Venomancer,Clinkz,Dark Willow,Ursa,Mars,Abaddon,Storm Spirit
2780,Earthshaker,Leshrac,Naga Siren,Queen of Pain,Enigma,Void Spirit,Rubick,Morphling,Crystal Maiden,Zeus
2781,Pangolier,Elder Titan,Puck,Slark,Templar Assassin,Tusk,Lich,Magnus,Shadow Fiend,Shadow Shaman
2782,Luna,Shadow Demon,Beastmaster,Warlock,Puck,Grimstroke,Legion Commander,Lich,Snapfire,Chaos Knight
2783,Rubick,Bristleback,Disruptor,Slark,Viper,Witch Doctor,Mirana,Timbersaw,Chaos Knight,Venomancer
2784,Ogre Magi,Drow Ranger,Oracle,Slardar,Earthshaker,Witch Doctor,Void Spirit,Leshrac,Faceless Void,Necrophos
2785,Legion Commander,Bloodseeker,Crystal Maiden,Mirana,Ember Spirit,Warlock,Slark,Shadow Fiend,Clockwerk,Timbersaw
2786,Rubick,Tidehunter,Undying,Sven,Leshrac,Phoenix,Nyx Assassin,Nature's Prophet,Doom,Morphling
2787,Shadow Demon,Earthshaker,Juggernaut,Dark Seer,Nature's Prophet,Undying,Slark,Witch Doctor,Centaur Warrunner,Shadow Fiend
2788,Warlock,Slark,Shadow Fiend,Rubick,Doom,Witch Doctor,Faceless Void,Ogre Magi,Storm Spirit,Bounty Hunter
2789,Drow Ranger,Vengeful Spirit,Abaddon,Shadow Demon,Monkey King,Beastmaster,Tusk,Ogre Magi,Juggernaut,Visage
2790,Vengeful Spirit,Pangolier,Disruptor,Enigma,Templar Assassin,Warlock,Morphling,Rubick,Tidehunter,Shadow Fiend
2791,Beastmaster,Skywrath Mage,Morphling,Chen,Storm Spirit,Sand King,Grimstroke,Undying,Kunkka,Nature's Prophet
2792,Legion Commander,Nature's Prophet,Ogre Magi,Troll Warlord,Lion,Vengeful Spirit,Slardar,Puck,Windranger,Luna
2793,Centaur Warrunner,Rubick,Lich,Troll Warlord,Lina,Phoenix,Pangolier,Faceless Void,Witch Doctor,Bloodseeker
2794,Vengeful Spirit,Luna,Abaddon,Shadow Demon,Templar Assassin,Crystal Maiden,Ursa,Nyx Assassin,Night Stalker,Mars
2795,Mirana,Storm Spirit,Abaddon,Pudge,Morphling,Monkey King,Rubick,Grimstroke,Tidehunter,Clinkz
2796,Phoenix,Troll Warlord,Nature's Prophet,Tidehunter,Shadow Fiend,Snapfire,Ursa,Omniknight,Leshrac,Pugna
2797,Leshrac,Clockwerk,Monkey King,Lion,Pugna,Rubick,Centaur Warrunner,Witch Doctor,Juggernaut,Death Prophet
2798,Tiny,Spectre,Jakiro,Kunkka,Sniper,Nature's Prophet,Elder Titan,Shadow Demon,Viper,Slark
2799,Phoenix,Anti-Mage,Void Spirit,Lina,Necrophos,Earthshaker,Morphling,Puck,Underlord,Templar Assassin
2800,Phoenix,Axe,Treant Protector,Ember Spirit,Terrorblade,Nature's Prophet,Void Spirit,Snapfire,Lifestealer,Storm Spirit
2801,Ogre Magi,Phoenix,Mars,Ursa,Morphling,Dragon Knight,Rubick,Lifestealer,Treant Protector,Tiny
2802,Ogre Magi,Pugna,Sven,Grimstroke,Void Spirit,Crystal Maiden,Zeus,Spectre,Keeper of the Light,Ember Spirit
2803,Tiny,Death Prophet,Tidehunter,Ogre Magi,Morphling,Earthshaker,Dark Seer,Monkey King,Puck,Enigma
2804,Wraith King,Ogre Magi,Shadow Shaman,Pugna,Legion Commander,Witch Doctor,Spirit Breaker,Doom,Sven,Mirana
2805,Treant Protector,Nature's Prophet,Juggernaut,Shadow Demon,Shadow Fiend,Ogre Magi,Phoenix,Sven,Magnus,Mars
2806,Disruptor,Morphling,Queen of Pain,Phoenix,Tiny,Abaddon,Nature's Prophet,Terrorblade,Lina,Rubick
2807,Juggernaut,Shadow Demon,Grimstroke,Centaur Warrunner,Tinker,Phoenix,Necrophos,Venomancer,Terrorblade,Tiny
2808,Tiny,Crystal Maiden,Nyx Assassin,Venomancer,Juggernaut,Shadow Fiend,Earthshaker,Dragon Knight,Shadow Shaman,Nature's Prophet
2809,Rubick,Clockwerk,Sven,Mars,Templar Assassin,Ogre Magi,Wraith King,Nature's Prophet,Earthshaker,Shadow Fiend
2810,Nature's Prophet,Ogre Magi,Doom,Grimstroke,Pugna,Dragon Knight,Lich,Tusk,Batrider,Morphling
2811,Death Prophet,Ogre Magi,Rubick,Morphling,Ember Spirit,Shadow Demon,Terrorblade,Mars,Spirit Breaker,Necrophos
2812,Phoenix,Treant Protector,Legion Commander,Templar Assassin,Drow Ranger,Faceless Void,Snapfire,Disruptor,Invoker,Underlord
2813,Doom,Disruptor,Witch Doctor,Mars,Shadow Fiend,Rubick,Legion Commander,Treant Protector,Anti-Mage,Queen of Pain
2814,Tiny,Shadow Demon,Terrorblade,Legion Commander,Storm Spirit,Magnus,Disruptor,Skywrath Mage,Sven,Zeus
2815,Magnus,Windranger,Troll Warlord,Ancient Apparition,Monkey King,Phoenix,Clockwerk,Queen of Pain,Slark,Void Spirit
2816,Snapfire,Beastmaster,Winter Wyvern,Spectre,Magnus,Phoenix,Faceless Void,Mars,Windranger,Jakiro
2817,Snapfire,Tiny,Disruptor,Naga Siren,Queen of Pain,Phoenix,Faceless Void,Jakiro,Zeus,Mars
2818,Void Spirit,Snapfire,Nyx Assassin,Beastmaster,Morphling,Phoenix,Magnus,Puck,Bane,Sven
2819,Venomancer,Faceless Void,Earth Spirit,Dark Seer,Sven,Tiny,Chen,Magnus,Anti-Mage,Ember Spirit
2820,Queen of Pain,Treant Protector,Abaddon,Disruptor,Mirana,Doom,Jakiro,Earth Spirit,Venomancer,Lifestealer
2821,Queen of Pain,Ogre Magi,Legion Commander,Windranger,Sven,Rubick,Magnus,Ember Spirit,Bane,Juggernaut
2822,Tiny,Void Spirit,Faceless Void,Invoker,Oracle,Treant Protector,Anti-Mage,Ember Spirit,Viper,Templar Assassin
2823,Doom,Disruptor,Earth Spirit,Venomancer,Razor,Rubick,Legion Commander,Grimstroke,Ursa,Windranger
2824,Earthshaker,Naga Siren,Crystal Maiden,Timbersaw,Shadow Fiend,Tiny,Nature's Prophet,Elder Titan,Anti-Mage,Necrophos
2825,Tiny,Snapfire,Io,Gyrocopter,Puck,Phoenix,Doom,Grimstroke,Slark,Windranger
2826,Nature's Prophet,Tusk,Dazzle,Pangolier,Templar Assassin,Crystal Maiden,Tiny,Clinkz,Spectre,Kunkka
2827,Phoenix,Clockwerk,Vengeful Spirit,Juggernaut,Magnus,Pangolier,Rubick,Enchantress,Invoker,Spectre
2828,Magnus,Snapfire,Clockwerk,Batrider,Void Spirit,Phoenix,Spectre,Tusk,Lich,Death Prophet
2829,Treant Protector,Clockwerk,Jakiro,Templar Assassin,Naga Siren,Vengeful Spirit,Shadow Fiend,Mirana,Spectre,Sand King
2830,Treant Protector,Batrider,Queen of Pain,Ember Spirit,Alchemist,Mirana,Clockwerk,Void Spirit,Phantom Lancer,Abaddon
2831,Doom,Clockwerk,Enchantress,Morphling,Mars,Grimstroke,Dark Seer,Void Spirit,Sven,Necrophos
2832,Mirana,Jakiro,Legion Commander,Anti-Mage,Lina,Treant Protector,Batrider,Slark,Clockwerk,Viper
2833,Phoenix,Legion Commander,Snapfire,Magnus,Juggernaut,Treant Protector,Mirana,Void Spirit,Nature's Prophet,Dark Seer
2834,Queen of Pain,Tusk,Terrorblade,Bane,Viper,Clockwerk,Void Spirit,Jakiro,Dark Seer,Spectre
2835,Keeper of the Light,Templar Assassin,Rubick,Timbersaw,Ursa,Doom,Treant Protector,Jakiro,Phoenix,Anti-Mage
2836,Nature's Prophet,Pugna,Clockwerk,Legion Commander,Ember Spirit,Magnus,Void Spirit,Snapfire,Phoenix,Troll Warlord
2837,Void Spirit,Clockwerk,Shadow Demon,Weaver,Tiny,Doom,Batrider,Anti-Mage,Grimstroke,Earth Spirit
2838,Doom,Treant Protector,Earthshaker,Morphling,Viper,Lich,Anti-Mage,Rubick,Timbersaw,Windranger
2839,Doom,Winter Wyvern,Ogre Magi,Spectre,Void Spirit,Grimstroke,Tiny,Jakiro,Earth Spirit,Morphling
2840,Treant Protector,Phoenix,Void Spirit,Slardar,Alchemist,Jakiro,Snapfire,Clockwerk,Anti-Mage,Ember Spirit
2841,Ember Spirit,Grimstroke,Disruptor,Sand King,Ursa,Queen of Pain,Treant Protector,Jakiro,Abaddon,Anti-Mage
2842,Doom,Rubick,Witch Doctor,Spectre,Invoker,Jakiro,Tiny,Nature's Prophet,Grimstroke,Anti-Mage
2843,Jakiro,Pangolier,Necrophos,Troll Warlord,Void Spirit,Tiny,Nature's Prophet,Rubick,Anti-Mage,Ancient Apparition
2844,Clockwerk,Undying,Rubick,Terrorblade,Slark,Tiny,Doom,Treant Protector,Morphling,Mirana
2845,Puck,Rubick,Anti-Mage,Lich,Pangolier,Queen of Pain,Doom,Vengeful Spirit,Venomancer,Phantom Assassin
2846,Queen of Pain,Rubick,Disruptor,Slark,Ember Spirit,Doom,Anti-Mage,Grimstroke,Vengeful Spirit,Sand King
2847,Queen of Pain,Tusk,Grimstroke,Wraith King,Sand King,Tiny,Jakiro,Doom,Dragon Knight,Morphling
2848,Mirana,Ogre Magi,Dragon Knight,Beastmaster,Phantom Lancer,Queen of Pain,Treant Protector,Doom,Slark,Leshrac
2849,Queen of Pain,Rubick,Terrorblade,Tidehunter,Shadow Demon,Tiny,Puck,Faceless Void,Magnus,Ancient Apparition
2850,Earthshaker,Faceless Void,Death Prophet,Ember Spirit,Necrophos,Tiny,Queen of Pain,Grimstroke,Rubick,Terrorblade
