,loss_1_name,loss_2_name,loss_3_name,loss_4_name,loss_5_name,win_1_name,win_2_name,win_3_name,win_4_name,win_5_name
2947,Queen of Pain,Treant Protector,Shadow Demon,Juggernaut,Bristleback,Ember Spirit,Grimstroke,Phoenix,Pangolier,Weaver
2948,Rubick,Void Spirit,Slardar,Chen,Monkey King,Grimstroke,Riki,Dark Willow,Timbersaw,Queen of Pain
2949,Pangolier,Snapfire,Tusk,Morphling,Dragon Knight,Keeper of the Light,Ember Spirit,Grimstroke,Beastmaster,Outworld Devourer
2950,Ember Spirit,Keeper of the Light,Earthshaker,Bristleback,Medusa,Nature's Prophet,Grimstroke,Clockwerk,Necrophos,Bounty Hunter
2951,Ember Spirit,Keeper of the Light,Enchantress,Bristleback,Templar Assassin,Nature's Prophet,Shadow Fiend,Rubick,Necrophos,Gyrocopter
2952,Enchantress,Death Prophet,Earthshaker,Kunkka,Phantom Assassin,Nature's Prophet,Tusk,Rubick,Timbersaw,Luna
2953,Grimstroke,Void Spirit,Dark Willow,Riki,Alchemist,Bane,Queen of Pain,Pugna,Chen,Troll Warlord
2954,Rubick,Centaur Warrunner,Riki,Grimstroke,Storm Spirit,Queen of Pain,Crystal Maiden,Pugna,Wraith King,Slardar
2955,Ember Spirit,Keeper of the Light,Clockwerk,Puck,Underlord,Queen of Pain,Enchantress,Earthshaker,Lycan,Riki
2956,Ember Spirit,Witch Doctor,Bounty Hunter,Batrider,Shadow Fiend,Enchantress,Beastmaster,Enigma,Necrophos,Naga Siren
2957,Grimstroke,Nature's Prophet,Mars,Tusk,Tidehunter,Shadow Demon,Lycan,Batrider,Dragon Knight,Void Spirit
2958,Crystal Maiden,Centaur Warrunner,Pudge,Phantom Lancer,Templar Assassin,Death Prophet,Oracle,Wraith King,Dazzle,Earthshaker
2959,Shadow Demon,Beastmaster,Clockwerk,Shadow Fiend,Leshrac,Pangolier,Enigma,Bane,Phantom Lancer,Visage
2960,Beastmaster,Grimstroke,Weaver,Ursa,Ember Spirit,Mars,Chen,Tusk,Dragon Knight,Morphling
2961,Spirit Breaker,Dark Seer,Treant Protector,Bloodseeker,Alchemist,Bane,Dazzle,Anti-Mage,Rubick,Batrider
2962,Keeper of the Light,Bristleback,Winter Wyvern,Medusa,Pugna,Lich,Lycan,Tusk,Necrophos,Void Spirit
2963,Keeper of the Light,Undying,Gyrocopter,Dragon Knight,Tinker,Shadow Demon,Axe,Grimstroke,Juggernaut,Batrider
2964,Beastmaster,Rubick,Luna,Undying,Invoker,Treant Protector,Phoenix,Terrorblade,Axe,Death Prophet
2965,Treant Protector,Beastmaster,Grimstroke,Troll Warlord,Lina,Phoenix,Bane,Legion Commander,Luna,Pugna
2966,Beastmaster,Shadow Demon,Pugna,Terrorblade,Necrophos,Rubick,Queen of Pain,Grimstroke,Chaos Knight,Sniper
2967,Winter Wyvern,Earthshaker,Phoenix,Riki,Necrophos,Chen,Death Prophet,Shadow Shaman,Spectre,Dragon Knight
2968,Rubick,Void Spirit,Witch Doctor,Shadow Fiend,Chaos Knight,Dragon Knight,Enchantress,Lion,Queen of Pain,Monkey King
2969,Keeper of the Light,Bristleback,Earth Spirit,Batrider,Morphling,Ember Spirit,Lich,Phoenix,Juggernaut,Mars
2970,Pugna,Earthshaker,Bristleback,Queen of Pain,Venomancer,Shadow Demon,Void Spirit,Ancient Apparition,Faceless Void,Dragon Knight
2971,Centaur Warrunner,Shadow Demon,Oracle,Bristleback,Pugna,Void Spirit,Rubick,Troll Warlord,Timbersaw,Disruptor
2972,Tusk,Grimstroke,Bristleback,Storm Spirit,Faceless Void,Pangolier,Lich,Nature's Prophet,Clockwerk,Kunkka
2973,Grimstroke,Void Spirit,Faceless Void,Phoenix,Timbersaw,Pangolier,Lich,Kunkka,Venomancer,Wraith King
2974,Shadow Demon,Death Prophet,Phoenix,Morphling,Tusk,Pangolier,Dazzle,Snapfire,Ember Spirit,Shadow Fiend
2975,Death Prophet,Oracle,Gyrocopter,Treant Protector,Templar Assassin,Pangolier,Earthshaker,Vengeful Spirit,Lycan,Lina
2976,Dazzle,Mars,Earthshaker,Venomancer,Lycan,Void Spirit,Shadow Demon,Undying,Morphling,Queen of Pain
2977,Ember Spirit,Keeper of the Light,Timbersaw,Gyrocopter,Monkey King,Shadow Demon,Lycan,Jakiro,Queen of Pain,Void Spirit
2978,Enchantress,Beastmaster,Nyx Assassin,Legion Commander,Lifestealer,Ember Spirit,Bristleback,Keeper of the Light,Kunkka,Dazzle
2979,Abaddon,Lion,Snapfire,Ember Spirit,Venomancer,Queen of Pain,Enchantress,Clockwerk,Necrophos,Ursa
2980,Rubick,Centaur Warrunner,Jakiro,Luna,Invoker,Ember Spirit,Witch Doctor,Timbersaw,Juggernaut,Earthshaker
2981,Pangolier,Enchantress,Grimstroke,Shadow Fiend,Alchemist,Nature's Prophet,Void Spirit,Jakiro,Sand King,Anti-Mage
2982,Queen of Pain,Enchantress,Earthshaker,Troll Warlord,Viper,Void Spirit,Legion Commander,Snapfire,Timbersaw,Faceless Void
2983,Enchantress,Beastmaster,Rubick,Ember Spirit,Phantom Lancer,Queen of Pain,Winter Wyvern,Tusk,Bristleback,Abaddon
2984,Grimstroke,Legion Commander,Riki,Tiny,Kunkka,Void Spirit,Winter Wyvern,Underlord,Bloodseeker,Mirana
2985,Grimstroke,Ogre Magi,Gyrocopter,Leshrac,Juggernaut,Ember Spirit,Keeper of the Light,Clockwerk,Spectre,Queen of Pain
2986,Legion Commander,Grimstroke,Tiny,Queen of Pain,Terrorblade,Void Spirit,Shadow Demon,Monkey King,Abaddon,Axe
2987,Chen,Dragon Knight,Tusk,Venomancer,Templar Assassin,Void Spirit,Keeper of the Light,Gyrocopter,Earthshaker,Viper
2988,Nyx Assassin,Centaur Warrunner,Disruptor,Spectre,Storm Spirit,Void Spirit,Phoenix,Legion Commander,Slark,Kunkka
2989,Keeper of the Light,Ogre Magi,Leshrac,Phantom Lancer,Necrophos,Ember Spirit,Phoenix,Beastmaster,Rubick,Phantom Assassin
2990,Void Spirit,Necrophos,Snapfire,Nyx Assassin,Faceless Void,Keeper of the Light,Bristleback,Shadow Demon,Puck,Phantom Lancer
2991,Death Prophet,Tusk,Kunkka,Slardar,Lone Druid,Ancient Apparition,Nyx Assassin,Mirana,Earthshaker,Necrophos
2992,Keeper of the Light,Ember Spirit,Axe,Lina,Riki,Chen,Bristleback,Earthshaker,Monkey King,Beastmaster
2993,Grimstroke,Pugna,Centaur Warrunner,Snapfire,Alchemist,Death Prophet,Clockwerk,Undying,Weaver,Pangolier
2994,Bane,Earthshaker,Puck,Phantom Lancer,Timbersaw,Pangolier,Lich,Centaur Warrunner,Spectre,Kunkka
2995,Witch Doctor,Clinkz,Lina,Batrider,Faceless Void,Centaur Warrunner,Skywrath Mage,Treant Protector,Spectre,Broodmother
2996,Void Spirit,Rubick,Tusk,Magnus,Razor,Earthshaker,Lich,Nature's Prophet,Beastmaster,Medusa
2997,Tidehunter,Mirana,Winter Wyvern,Lycan,Lina,Death Prophet,Lich,Pangolier,Phoenix,Monkey King
2998,Nature's Prophet,Puck,Clockwerk,Riki,Silencer,Ember Spirit,Grimstroke,Earthshaker,Enigma,Templar Assassin
2999,Timbersaw,Enchantress,Earthshaker,Templar Assassin,Troll Warlord,Grimstroke,Beastmaster,Ember Spirit,Skywrath Mage,Viper
3000,Oracle,Ember Spirit,Monkey King,Beastmaster,Nyx Assassin,Earthshaker,Enigma,Lich,Storm Spirit,Weaver
3001,Mirana,Lycan,Elder Titan,Rubick,Bloodseeker,Keeper of the Light,Ember Spirit,Pangolier,Weaver,Templar Assassin
3002,Chen,Templar Assassin,Vengeful Spirit,Tusk,Storm Spirit,Ancient Apparition,Void Spirit,Enigma,Pangolier,Phantom Lancer
3003,Lich,Phantom Lancer,Rubick,Kunkka,Mars,Earthshaker,Grimstroke,Phoenix,Void Spirit,Alchemist
3004,Dragon Knight,Lich,Lina,Tusk,Ember Spirit,Death Prophet,Disruptor,Clockwerk,Terrorblade,Venomancer
3005,Bane,Mars,Tusk,Necrophos,Gyrocopter,Nature's Prophet,Earthshaker,Disruptor,Ember Spirit,Morphling
3006,Ember Spirit,Ursa,Rubick,Pangolier,Grimstroke,Nature's Prophet,Nyx Assassin,Venomancer,Oracle,Lina
3007,Earthshaker,Nature's Prophet,Treant Protector,Lone Druid,Weaver,Queen of Pain,Clockwerk,Ember Spirit,Jakiro,Dazzle
3008,Timbersaw,Rubick,Disruptor,Templar Assassin,Lycan,Lich,Nyx Assassin,Slark,Storm Spirit,Mars
3009,Pangolier,Dazzle,Disruptor,Kunkka,Monkey King,Tidehunter,Bane,Rubick,Lycan,Templar Assassin
3010,Oracle,Dragon Knight,Skywrath Mage,Queen of Pain,Ursa,Ember Spirit,Death Prophet,Nature's Prophet,Lycan,Tidehunter
3011,Grimstroke,Mars,Queen of Pain,Faceless Void,Templar Assassin,Pangolier,Shadow Demon,Disruptor,Naga Siren,Kunkka
3012,Queen of Pain,Bane,Earthshaker,Troll Warlord,Timbersaw,Pangolier,Rubick,Abaddon,Razor,Phantom Lancer
3013,Grimstroke,Rubick,Legion Commander,Death Prophet,Riki,Phoenix,Ember Spirit,Lich,Mars,Medusa
3014,Ember Spirit,Grimstroke,Nyx Assassin,Leshrac,Phantom Lancer,Pangolier,Oracle,Death Prophet,Clockwerk,Anti-Mage
3015,Centaur Warrunner,Lich,Terrorblade,Shadow Demon,Shadow Fiend,Clockwerk,Puck,Abaddon,Anti-Mage,Lina
3016,Bane,Beastmaster,Enchantress,Templar Assassin,Drow Ranger,Clockwerk,Puck,Abaddon,Terrorblade,Batrider
3017,Ursa,Keeper of the Light,Rubick,Void Spirit,Sand King,Ember Spirit,Jakiro,Nature's Prophet,Riki,Dark Willow
3018,Keeper of the Light,Ursa,Queen of Pain,Rubick,Legion Commander,Ember Spirit,Jakiro,Nature's Prophet,Riki,Kunkka
3019,Ember Spirit,Keeper of the Light,Nature's Prophet,Luna,Axe,Queen of Pain,Tinker,Io,Clinkz,Sand King
3020,Keeper of the Light,Ember Spirit,Mirana,Sven,Lone Druid,Witch Doctor,Morphling,Ogre Magi,Legion Commander,Viper
3021,Keeper of the Light,Void Spirit,Ursa,Elder Titan,Death Prophet,Nature's Prophet,Ember Spirit,Earthshaker,Venomancer,Riki
3022,Rubick,Enigma,Snapfire,Naga Siren,Invoker,Undying,Riki,Winter Wyvern,Beastmaster,Shadow Fiend
3023,Rubick,Oracle,Pangolier,Morphling,Dragon Knight,Earth Spirit,Batrider,Enchantress,Spectre,Storm Spirit
3024,Dragon Knight,Shadow Demon,Bane,Nature's Prophet,Faceless Void,Mars,Rubick,Undying,Slark,Kunkka
3025,Nature's Prophet,Tusk,Axe,Juggernaut,Puck,Void Spirit,Keeper of the Light,Earthshaker,Storm Spirit,Ursa
3026,Earthshaker,Death Prophet,Oracle,Lycan,Beastmaster,Rubick,Centaur Warrunner,Ancient Apparition,Riki,Kunkka
3027,Void Spirit,Silencer,Tusk,Weaver,Medusa,Ancient Apparition,Death Prophet,Earthshaker,Enigma,Faceless Void
3028,Ember Spirit,Oracle,Abaddon,Clinkz,Spectre,Void Spirit,Shadow Demon,Chen,Morphling,Nature's Prophet
3029,Ember Spirit,Rubick,Winter Wyvern,Bounty Hunter,Razor,Keeper of the Light,Invoker,Skywrath Mage,Legion Commander,Troll Warlord
3030,Keeper of the Light,Ember Spirit,Earthshaker,Templar Assassin,Pangolier,Tusk,Void Spirit,Chen,Invoker,Phantom Assassin
3031,Ember Spirit,Grimstroke,Queen of Pain,Slark,Legion Commander,Chen,Tusk,Brewmaster,Dragon Knight,Clinkz
3032,Ancient Apparition,Mars,Dark Willow,Ursa,Beastmaster,Shadow Demon,Timbersaw,Grimstroke,Riki,Invoker
3033,Grimstroke,Ember Spirit,Tusk,Beastmaster,Morphling,Shadow Demon,Void Spirit,Brewmaster,Terrorblade,Chen
3034,Keeper of the Light,Phantom Lancer,Timbersaw,Tusk,Lina,Bounty Hunter,Terrorblade,Phoenix,Legion Commander,Storm Spirit
3035,Phoenix,Brewmaster,Silencer,Kunkka,Necrophos,Keeper of the Light,Weaver,Bounty Hunter,Timbersaw,Centaur Warrunner
3036,Ember Spirit,Undying,Puck,Ursa,Tinker,Mars,Phoenix,Tusk,Dazzle,Broodmother
3037,Rubick,Brewmaster,Keeper of the Light,Gyrocopter,Templar Assassin,Shadow Demon,Broodmother,Earth Spirit,Juggernaut,Invoker
3038,Ogre Magi,Queen of Pain,Earthshaker,Spectre,Tiny,Tusk,Oracle,Puck,Riki,Viper
3039,Void Spirit,Bane,Phoenix,Morphling,Axe,Winter Wyvern,Puck,Clockwerk,Troll Warlord,Zeus
3040,Lich,Timbersaw,Tiny,Vengeful Spirit,Lina,Ogre Magi,Ursa,Rubick,Brewmaster,Necrophos
3041,Chen,Earthshaker,Brewmaster,Phantom Assassin,Dragon Knight,Bane,Mirana,Ursa,Tidehunter,Queen of Pain
3042,Tiny,Winter Wyvern,Dazzle,Troll Warlord,Shadow Fiend,Keeper of the Light,Ursa,Earthshaker,Phoenix,Morphling
3043,Bane,Death Prophet,Earthshaker,Morphling,Gyrocopter,Tiny,Beastmaster,Winter Wyvern,Troll Warlord,Enigma
3044,Queen of Pain,Ogre Magi,Grimstroke,Void Spirit,Dragon Knight,Nature's Prophet,Earthshaker,Bane,Luna,Puck
3045,Grimstroke,Void Spirit,Phantom Lancer,Earth Spirit,Legion Commander,Enigma,Treant Protector,Ember Spirit,Earthshaker,Spectre
3046,Rubick,Morphling,Enchantress,Necrophos,Ember Spirit,Enigma,Phantom Lancer,Chen,Batrider,Invoker
3047,Earthshaker,Batrider,Luna,Vengeful Spirit,Kunkka,Nature's Prophet,Oracle,Queen of Pain,Spectre,Earth Spirit
3048,Ember Spirit,Oracle,Nature's Prophet,Earthshaker,Anti-Mage,Queen of Pain,Earth Spirit,Jakiro,Riki,Sand King
3049,Crystal Maiden,Earthshaker,Phantom Lancer,Queen of Pain,Dragon Knight,Enchantress,Clockwerk,Legion Commander,Puck,Medusa
3050,Nature's Prophet,Queen of Pain,Tiny,Winter Wyvern,Spectre,Keeper of the Light,Void Spirit,Ursa,Dark Seer,Spirit Breaker
3051,Earthshaker,Morphling,Snapfire,Legion Commander,Shadow Fiend,Keeper of the Light,Puck,Void Spirit,Ursa,Templar Assassin
3052,Nature's Prophet,Treant Protector,Puck,Winter Wyvern,Drow Ranger,Grimstroke,Pangolier,Troll Warlord,Timbersaw,Void Spirit
3053,Void Spirit,Crystal Maiden,Nyx Assassin,Morphling,Timbersaw,Chen,Queen of Pain,Tusk,Anti-Mage,Pangolier
3054,Mars,Grimstroke,Tiny,Phantom Lancer,Queen of Pain,Keeper of the Light,Rubick,Morphling,Axe,Shadow Fiend
3055,Shadow Demon,Queen of Pain,Dragon Knight,Morphling,Mars,Mirana,Puck,Jakiro,Venomancer,Ursa
3056,Nature's Prophet,Tusk,Huskar,Abaddon,Ember Spirit,Queen of Pain,Clockwerk,Treant Protector,Viper,Wraith King
3057,Mirana,Centaur Warrunner,Witch Doctor,Luna,Ember Spirit,Chen,Queen of Pain,Rubick,Legion Commander,Terrorblade
3058,Grimstroke,Queen of Pain,Tusk,Sniper,Ursa,Witch Doctor,Lone Druid,Snapfire,Clockwerk,Tiny
3059,Lich,Troll Warlord,Lina,Riki,Kunkka,Grimstroke,Queen of Pain,Rubick,Underlord,Luna
3060,Phoenix,Abaddon,Weaver,Puck,Faceless Void,Bane,Mirana,Tusk,Storm Spirit,Drow Ranger
3061,Enchantress,Kunkka,Shadow Demon,Phantom Lancer,Leshrac,Nature's Prophet,Vengeful Spirit,Luna,Earth Spirit,Sand King
3062,Grimstroke,Ember Spirit,Io,Slark,Ogre Magi,Queen of Pain,Oracle,Nyx Assassin,Morphling,Enigma
3063,Death Prophet,Bounty Hunter,Dark Willow,Morphling,Pangolier,Grimstroke,Weaver,Tusk,Troll Warlord,Zeus
3064,Shadow Demon,Centaur Warrunner,Grimstroke,Ember Spirit,Templar Assassin,Death Prophet,Tusk,Weaver,Shadow Fiend,Puck
3065,Bounty Hunter,Void Spirit,Grimstroke,Lifestealer,Axe,Dragon Knight,Ancient Apparition,Earth Spirit,Puck,Necrophos
3066,Ember Spirit,Lich,Tusk,Pugna,Morphling,Death Prophet,Grimstroke,Beastmaster,Juggernaut,Storm Spirit
3067,Death Prophet,Clockwerk,Vengeful Spirit,Phantom Assassin,Undying,Ancient Apparition,Dragon Knight,Earth Spirit,Weaver,Terrorblade
3068,Void Spirit,Ancient Apparition,Clockwerk,Spectre,Axe,Oracle,Dragon Knight,Treant Protector,Pangolier,Outworld Devourer
3069,Oracle,Sniper,Death Prophet,Beastmaster,Ursa,Shadow Demon,Dragon Knight,Grimstroke,Weaver,Lina
3070,Phoenix,Dragon Knight,Jakiro,Wraith King,Tiny,Shadow Demon,Axe,Ancient Apparition,Lina,Anti-Mage
3071,Keeper of the Light,Bristleback,Rubick,Spectre,Storm Spirit,Ember Spirit,Bounty Hunter,Oracle,Death Prophet,Shadow Fiend
3072,Shadow Demon,Drow Ranger,Undying,Dragon Knight,Batrider,Void Spirit,Grimstroke,Earth Spirit,Spectre,Nature's Prophet
3073,Snapfire,Earth Spirit,Pugna,Faceless Void,Monkey King,Oracle,Timbersaw,Nyx Assassin,Phantom Lancer,Ember Spirit
3074,Snapfire,Axe,Winter Wyvern,Troll Warlord,Arc Warden,Phoenix,Undying,Earthshaker,Terrorblade,Queen of Pain
3075,Tusk,Drow Ranger,Bane,Batrider,Dragon Knight,Grimstroke,Mars,Undying,Riki,Dazzle
3076,Earthshaker,Enchantress,Juggernaut,Storm Spirit,Timbersaw,Chen,Tiny,Dragon Knight,Dazzle,Morphling
3077,Earthshaker,Queen of Pain,Lich,Clockwerk,Weaver,Ember Spirit,Dazzle,Chen,Alchemist,Void Spirit
3078,Chen,Rubick,Tidehunter,Templar Assassin,Slark,Ember Spirit,Winter Wyvern,Pangolier,Phantom Lancer,Treant Protector
3079,Earthshaker,Death Prophet,Oracle,Necrophos,Alchemist,Chen,Rubick,Phantom Lancer,Tidehunter,Storm Spirit
3080,Ember Spirit,Nyx Assassin,Lich,Ursa,Centaur Warrunner,Puck,Ancient Apparition,Legion Commander,Lifestealer,Morphling
3081,Skywrath Mage,Legion Commander,Vengeful Spirit,Necrophos,Clinkz,Timbersaw,Enchantress,Luna,Shadow Demon,Invoker
3082,Oracle,Death Prophet,Tusk,Dazzle,Lycan,Treant Protector,Rubick,Clockwerk,Riki,Storm Spirit
3083,Troll Warlord,Lich,Queen of Pain,Rubick,Ember Spirit,Timbersaw,Clockwerk,Void Spirit,Enchantress,Juggernaut
3084,Tusk,Nature's Prophet,Warlock,Ursa,Underlord,Enchantress,Beastmaster,Earthshaker,Templar Assassin,Riki
3085,Phoenix,Lich,Mars,Terrorblade,Puck,Clinkz,Brewmaster,Bane,Monkey King,Medusa
3086,Earthshaker,Bane,Queen of Pain,Enigma,Terrorblade,Nature's Prophet,Clockwerk,Chen,Clinkz,Alchemist
3087,Rubick,Void Spirit,Vengeful Spirit,Brewmaster,Medusa,Earthshaker,Morphling,Bane,Dragon Knight,Nature's Prophet
3088,Clockwerk,Bane,Legion Commander,Templar Assassin,Gyrocopter,Queen of Pain,Phoenix,Nature's Prophet,Tusk,Lycan
3089,Winter Wyvern,Nyx Assassin,Ursa,Nature's Prophet,Storm Spirit,Void Spirit,Bane,Rubick,Centaur Warrunner,Terrorblade
3090,Storm Spirit,Elder Titan,Clinkz,Troll Warlord,Spirit Breaker,Skywrath Mage,Legion Commander,Crystal Maiden,Ursa,Queen of Pain
3091,Nyx Assassin,Silencer,Ember Spirit,Dazzle,Wraith King,Bane,Void Spirit,Clockwerk,Dragon Knight,Visage
3092,Grimstroke,Spirit Breaker,Weaver,Underlord,Storm Spirit,Sniper,Centaur Warrunner,Ember Spirit,Treant Protector,Ursa
3093,Keeper of the Light,Dragon Knight,Rubick,Axe,Gyrocopter,Bane,Nyx Assassin,Necrophos,Slark,Invoker
3094,Pangolier,Jakiro,Nyx Assassin,Queen of Pain,Lycan,Bane,Brewmaster,Techies,Shadow Fiend,Phantom Lancer
3095,Lich,Mars,Techies,Leshrac,Riki,Keeper of the Light,Ember Spirit,Naga Siren,Clockwerk,Pugna
3096,Lich,Venomancer,Slark,Underlord,Queen of Pain,Bane,Brewmaster,Sniper,Phantom Lancer,Invoker
3097,Nature's Prophet,Death Prophet,Ursa,Centaur Warrunner,Enchantress,Void Spirit,Lycan,Vengeful Spirit,Dazzle,Viper
3098,Chen,Lone Druid,Clockwerk,Ursa,Phoenix,Ember Spirit,Jakiro,Centaur Warrunner,Necrophos,Phantom Lancer
3099,Void Spirit,Enchantress,Bristleback,Pangolier,Luna,Beastmaster,Bane,Tusk,Ursa,Puck
3100,Dragon Knight,Keeper of the Light,Earth Spirit,Spectre,Abaddon,Jakiro,Clockwerk,Ember Spirit,Snapfire,Slark
3101,Dragon Knight,Oracle,Pangolier,Enigma,Gyrocopter,Shadow Demon,Necrophos,Clockwerk,Bloodseeker,Rubick
3102,Puck,Legion Commander,Skywrath Mage,Nature's Prophet,Viper,Queen of Pain,Winter Wyvern,Sand King,Templar Assassin,Ursa
3103,Nature's Prophet,Earthshaker,Enchantress,Queen of Pain,Templar Assassin,Dragon Knight,Jakiro,Pangolier,Riki,Legion Commander
3104,Shadow Demon,Necrophos,Beastmaster,Void Spirit,Timbersaw,Ember Spirit,Oracle,Nature's Prophet,Bristleback,Pangolier
3105,Enchantress,Queen of Pain,Tusk,Morphling,Kunkka,Ember Spirit,Phoenix,Centaur Warrunner,Puck,Riki
3106,Keeper of the Light,Tiny,Wraith King,Storm Spirit,Axe,Ancient Apparition,Earthshaker,Nature's Prophet,Weaver,Death Prophet
3107,Phoenix,Mars,Shadow Shaman,Lycan,Ursa,Ember Spirit,Ancient Apparition,Clockwerk,Tidehunter,Spectre
3108,Phoenix,Mars,Snapfire,Dragon Knight,Slark,Ember Spirit,Mirana,Ogre Magi,Wraith King,Legion Commander
3109,Jakiro,Doom,Phantom Lancer,Void Spirit,Shadow Demon,Clockwerk,Winter Wyvern,Queen of Pain,Troll Warlord,Ember Spirit
3110,Lich,Doom,Rubick,Invoker,Wraith King,Jakiro,Underlord,Dark Willow,Spectre,Arc Warden
3111,Lich,Tusk,Queen of Pain,Slark,Morphling,Underlord,Oracle,Dark Willow,Anti-Mage,Ember Spirit
3112,Jakiro,Shadow Demon,Legion Commander,Phantom Lancer,Death Prophet,Winter Wyvern,Lycan,Rubick,Underlord,Storm Spirit
3113,Earth Spirit,Oracle,Beastmaster,Ursa,Nature's Prophet,Sand King,Disruptor,Mirana,Bristleback,Windranger
3114,Vengeful Spirit,Earthshaker,Legion Commander,Drow Ranger,Medusa,Jakiro,Earth Spirit,Beastmaster,Slark,Io
3115,Lich,Winter Wyvern,Nature's Prophet,Bloodseeker,Clockwerk,Chen,Jakiro,Snapfire,Bounty Hunter,Wraith King
3116,Earthshaker,Keeper of the Light,Underlord,Morphling,Troll Warlord,Jakiro,Windranger,Kunkka,Ursa,Shadow Fiend
3117,Earthshaker,Centaur Warrunner,Lich,Troll Warlord,Razor,Mirana,Sand King,Oracle,Wraith King,Templar Assassin
3118,Oracle,Nature's Prophet,Clockwerk,Gyrocopter,Broodmother,Jakiro,Enigma,Beastmaster,Chen,Clinkz
3119,Bane,Mars,Phoenix,Chaos Knight,Lycan,Oracle,Earth Spirit,Nature's Prophet,Ursa,Meepo
3120,Undying,Witch Doctor,Beastmaster,Juggernaut,Necrophos,Jakiro,Nature's Prophet,Earth Spirit,Clinkz,Visage
3121,Shadow Demon,Rubick,Spectre,Underlord,Invoker,Keeper of the Light,Puck,Gyrocopter,Lycan,Storm Spirit
3122,Ember Spirit,Earthshaker,Ancient Apparition,Alchemist,Batrider,Grimstroke,Void Spirit,Rubick,Spectre,Storm Spirit
3123,Shadow Demon,Pangolier,Death Prophet,Earth Spirit,Phantom Lancer,Void Spirit,Grimstroke,Mirana,Invoker,Faceless Void
3124,Shadow Demon,Mars,Tiny,Bloodseeker,Death Prophet,Grimstroke,Weaver,Phantom Lancer,Tusk,Storm Spirit
3125,Chen,Monkey King,Tusk,Batrider,Shadow Fiend,Timbersaw,Void Spirit,Earthshaker,Jakiro,Slark
3126,Ember Spirit,Phoenix,Mirana,Legion Commander,Alchemist,Grimstroke,Void Spirit,Rubick,Juggernaut,Monkey King
3127,Earthshaker,Timbersaw,Keeper of the Light,Juggernaut,Puck,Grimstroke,Clockwerk,Ursa,Weaver,Invoker
3128,Tusk,Ancient Apparition,Mars,Queen of Pain,Phantom Assassin,Keeper of the Light,Clockwerk,Ursa,Storm Spirit,Beastmaster
3129,Clockwerk,Puck,Lich,Spectre,Windranger,Grimstroke,Ember Spirit,Mirana,Legion Commander,Riki
3130,Dragon Knight,Shadow Demon,Terrorblade,Skywrath Mage,Invoker,Grimstroke,Tusk,Winter Wyvern,Riki,Pangolier
3131,Clockwerk,Enchantress,Wraith King,Snapfire,Shadow Fiend,Ember Spirit,Shadow Demon,Phoenix,Naga Siren,Legion Commander
3132,Centaur Warrunner,Rubick,Ancient Apparition,Terrorblade,Kunkka,Keeper of the Light,Gyrocopter,Weaver,Void Spirit,Legion Commander
3133,Axe,Winter Wyvern,Rubick,Shadow Fiend,Spectre,Keeper of the Light,Gyrocopter,Mirana,Void Spirit,Kunkka
3134,Enchantress,Pangolier,Riki,Batrider,Bloodseeker,Keeper of the Light,Clockwerk,Timbersaw,Slark,Invoker
3135,Enchantress,Beastmaster,Pangolier,Necrophos,Dragon Knight,Tusk,Phoenix,Phantom Lancer,Leshrac,Batrider
3136,Enchantress,Tusk,Bloodseeker,Mars,Dragon Knight,Beastmaster,Lich,Earthshaker,Queen of Pain,Riki
3137,Axe,Phoenix,Terrorblade,Mars,Invoker,Chen,Ursa,Pangolier,Storm Spirit,Puck
3138,Grimstroke,Ember Spirit,Mirana,Axe,Kunkka,Chen,Shadow Fiend,Nyx Assassin,Alchemist,Phoenix
3139,Snapfire,Mars,Phoenix,Wraith King,Batrider,Void Spirit,Winter Wyvern,Ursa,Timbersaw,Invoker
3140,Grimstroke,Legion Commander,Lich,Storm Spirit,Weaver,Ember Spirit,Winter Wyvern,Pugna,Mars,Ursa
3141,Ember Spirit,Keeper of the Light,Puck,Queen of Pain,Legion Commander,Nature's Prophet,Earthshaker,Pangolier,Death Prophet,Anti-Mage
3142,Ember Spirit,Enchantress,Leshrac,Alchemist,Pangolier,Nature's Prophet,Mirana,Puck,Beastmaster,Ursa
3143,Ember Spirit,Grimstroke,Mars,Pangolier,Medusa,Mirana,Ogre Magi,Lycan,Death Prophet,Dazzle
3144,Luna,Vengeful Spirit,Phoenix,Kunkka,Invoker,Nature's Prophet,Lycan,Nyx Assassin,Shadow Demon,Necrophos
3145,Queen of Pain,Tiny,Grimstroke,Faceless Void,Slardar,Riki,Oracle,Puck,Tusk,Dazzle
3146,Void Spirit,Phoenix,Vengeful Spirit,Medusa,Ursa,Ember Spirit,Mirana,Ogre Magi,Lycan,Nyx Assassin
3147,Phoenix,Axe,Keeper of the Light,Troll Warlord,Invoker,Earthshaker,Bane,Ember Spirit,Venomancer,Morphling
3148,Witch Doctor,Doom,Tiny,Naga Siren,Pugna,Chen,Beastmaster,Troll Warlord,Leshrac,Snapfire
3149,Ember Spirit,Ancient Apparition,Tusk,Ursa,Enigma,Grimstroke,Legion Commander,Tiny,Troll Warlord,Queen of Pain
3150,Grimstroke,Rubick,Batrider,Magnus,Broodmother,Enigma,Lycan,Ember Spirit,Keeper of the Light,Spirit Breaker
3151,Nature's Prophet,Treant Protector,Pugna,Beastmaster,Storm Spirit,Pangolier,Lich,Troll Warlord,Dazzle,Void Spirit
